Make,Year,Condition,Mileage,Price,Seller Rating,Interior color,Drivetrain,Min MPG,Max MPG,Fuel type,Engine Size (L),Accidents or damage,1-owner vehicle
Tesla,2020,Used,67989.0,23977.0,4.2,Black ,AWD,20.59922502075837,28.0,Unknown,2.96465882923282,1.0,True
Ford,2014,Used,58252.0,24995.0,4.2,Steel Gray ,4WD,14.0,19.0,Gasoline ,5.0,0.0,False
Ford,2023,New,10.0,51376.0,4.9,Ebony ,4WD,20.0,27.0,Gasoline ,2.3,0.0,others
Audi,2014,Used,102768.0,14399.0,4.381503720140973,Black ,AWD,20.0,27.0,Gasoline ,2.0,0.0,False
Ford,2023,Used,1186.0,49700.0,4.1,– ,4WD,18.0,24.0,Gasoline ,3.0,0.0,True
Subaru,2015,Used,61528.0,14500.0,4.8,Black ,AWD,23.0,31.0,Gasoline ,2.0,1.0,False
Dodge,2021,Certified,19125.0,41320.0,4.8,Black ,AWD,14.0,22.0,Gasoline ,5.7,0.0,True
Ford,2020,Used,64222.0,20081.0,4.381503720140973,Ebony Black ,AWD,23.0,31.0,Gasoline ,2.0,0.0,False
Lexus,2019,Used,41541.0,39995.0,4.9,Sepia ,4WD,15.0,18.0,Gasoline ,4.6,0.0,True
Jeep,2017,Used,81987.0,23458.0,4.3,Light Frost Beige ,4WD,18.0,25.0,Gasoline ,3.6,0.0,False
Lexus,2023,Used,9764.0,61995.0,4.9,Black w/Black Open Pore ,AWD,37.0,34.0,Gasoline ,2.5,0.0,True
Chevrolet,2020,Used,15884.0,19991.0,4.6,Dark Galvanized /Sky Cool Gray ,FWD,20.59922502075837,28.0,Unknown,2.96465882923282,0.0,True
Dodge,2017,Used,100264.0,17900.0,4.4,Unspecified ,RWD,26.0,26.0,Gasoline ,3.6,1.0,False
Mazda,2021,Used,49574.0,19912.0,4.1,Red ,FWD,25.0,33.0,Gasoline ,2.5,0.0,True
Volkswagen,2023,New,7.0,51571.0,4.6,Black ,RWD,20.59922502075837,28.0,Unknown,2.96465882923282,0.0,others
RAM,2021,Used,57162.0,31901.0,4.9,Black ,4WD,16.0,23.0,Gasoline ,5.7,1.0,False
Land,2016,Used,78837.0,34995.0,4.381503720140973,Black ,AWD,19.0,19.0,Gasoline ,5.0,0.0,False
Lexus,2022,Used,23249.0,47760.0,4.6,– ,AWD,18.0,25.0,Gasoline ,3.5,0.0,False
Nissan,2020,Used,36386.0,20997.0,4.5,Sport ,FWD,28.0,37.0,Gasoline ,2.0,0.0,False
Tesla,2017,Used,61481.0,35489.0,4.5,Black ,AWD,20.59922502075837,28.0,Unknown,2.96465882923282,1.0,False
Kia,2023,Used,25455.0,17977.0,4.8,Black ,FWD,28.0,39.0,Gasoline ,2.0,0.0,True
Chevrolet,2021,Used,26807.0,20568.0,4.3,Medium Ash Gray ,FWD,26.0,31.0,Gasoline ,1.5,1.0,False
Porsche,2021,Certified,29050.0,56991.0,4.7,Black ,AWD,18.0,24.0,Gasoline ,3.0,1.0,True
Lamborghini,2022,Used,25884.0,239800.0,4.7,Nero Ade with Blu Amon ,AWD,12.0,17.0,Gasoline ,4.0,0.0,False
Ford,2023,New,0.0,61000.0,4.6,Medium Dark Slate ,4WD,20.59922502075837,28.0,Gasoline ,6.8,0.0,others
Maserati,2022,New,9366.0,71990.0,4.8,Black ,AWD,16.0,22.0,Gasoline ,3.0,0.0,others
Honda,2017,Used,99877.0,19797.0,4.8,Black ,AWD,27.0,33.0,Gasoline ,1.5,0.0,True
Rolls-Royce,2019,Certified,3910.0,268800.0,4.381503720140973,Black ,RWD,12.0,18.0,Gasoline ,6.6,0.0,True
Chevrolet,2023,Used,21447.0,21587.0,4.8,Medium Ash Gray ,FWD,26.0,31.0,Gasoline ,1.5,0.0,True
Buick,2021,Certified,12921.0,19990.0,4.5,Ebony ,AWD,24.0,29.0,Gasoline ,1.4,1.0,True
Cadillac,2016,Used,99713.0,26995.0,4.7,Black ,4WD,15.0,21.0,Gasoline ,6.2,0.0,True
Jeep,2023,New,12.0,41850.0,4.2,Black ,4WD,17.0,22.0,Gasoline ,3.6,0.0,others
Cadillac,2015,Used,94439.0,28950.0,4.5,Kona Brown ,4WD,15.0,21.0,Gasoline ,6.2,1.0,False
Ford,2019,Used,13301.0,20896.0,4.4,Medium Light Stone ,4WD,22.0,28.0,Gasoline ,1.5,1.0,True
Ford,2023,New,4.0,48055.0,4.3,Ebony ,4WD,19.0,22.0,Gasoline ,2.3,0.0,others
Chevrolet,2021,Certified,19062.0,17900.0,5.0,Dark Galvanized ,FWD,20.59922502075837,28.0,Unknown,2.96465882923282,0.0,True
Jeep,2020,Certified,52822.0,31990.0,4.8,Black ,4WD,14.0,22.0,Gasoline ,5.7,0.0,False
INFINITI,2020,Used,83928.0,21000.0,4.2,Wheat ,AWD,22.0,28.0,Gasoline ,2.0,0.0,True
Lincoln,2014,Used,130557.0,10549.0,4.3,– ,FWD,18.0,26.0,Gasoline ,3.7,1.0,False
Toyota,2014,Used,109838.0,10587.0,4.381503720140973,– ,FWD,53.0,46.0,Gasoline ,1.5,1.0,False
Nissan,2021,Used,24749.0,17997.0,4.381503720140973,Charcoal ,FWD,29.0,39.0,Gasoline ,2.0,0.0,True
GMC,2021,Used,25295.0,31154.0,4.5,Jet Black ,AWD,19.0,26.0,Gasoline ,3.6,0.0,True
Ford,2019,Certified,42287.0,39998.0,4.8,Medium Stone ,4WD,17.0,22.0,Gasoline ,3.5,1.0,True
Mercedes-Benz,2018,Certified,72909.0,35999.0,4.7,Black ,AWD,18.0,28.0,Gasoline ,3.0,0.0,False
Cadillac,2020,Used,53871.0,54501.0,4.4,Maple Sugar ,4WD,14.0,21.0,Gasoline ,6.2,0.0,True
Volkswagen,2015,Used,76860.0,19000.0,4.4,Titan Black ,FWD,23.0,29.0,Gasoline ,2.0,1.0,False
Kia,2023,Used,9633.0,32522.0,4.1,Black ,AWD,23.0,28.0,Gasoline ,2.5,0.0,True
Tesla,2020,Used,22858.0,27589.0,4.5,Black ,AWD,20.59922502075837,28.0,Unknown,2.96465882923282,0.0,True
Kia,2020,Certified,31636.0,20495.0,4.5,Black ,AWD,22.0,26.0,Gasoline ,2.4,0.0,True
BMW,2016,Used,75115.0,12995.0,4.1,BLACK ,RWD,22.0,35.0,Gasoline ,2.0,1.0,False
Ford,2016,Used,57353.0,30977.0,4.4,Charcoal Black ,AWD,19.0,25.0,Gasoline ,2.3,1.0,True
BMW,2020,Used,43285.0,19985.0,4.8,Deka Dark ,RWD,20.59922502075837,28.0,Unknown,2.96465882923282,0.0,True
Kia,2023,Used,19730.0,26995.0,4.1,Black ,FWD,25.0,32.0,Gasoline ,2.5,0.0,True
Lincoln,2019,Used,51200.0,26587.0,4.4,Terracotta ,AWD,20.0,29.0,Gasoline ,2.96465882923282,1.0,False
BMW,2021,Used,30225.0,43798.0,4.8,Cognac ,AWD,21.0,25.0,Gasoline ,3.0,0.0,True
Ford,2023,New,0.0,48167.0,4.6,Light Space Gray ,AWD,20.59922502075837,28.0,Unknown,2.96465882923282,0.0,others
Volkswagen,2021,Used,24361.0,27995.0,4.381503720140973,Titan Black ,AWD,20.0,31.0,Gasoline ,2.0,1.0,False
Dodge,2021,Used,25928.0,37859.0,4.5,Red/Black/Ebony ,AWD,17.0,22.0,Gasoline ,5.7,0.0,False
Nissan,2021,Used,12851.0,25850.0,4.381503720140973,Charcoal ,AWD,25.0,32.0,Gasoline ,2.5,0.0,True
RAM,2021,Used,68734.0,25949.0,4.6,Diesel Gray/Black ,4WD,16.0,23.0,Gasoline ,3.6,0.0,True
Lincoln,2020,Used,57910.0,35890.0,3.8,Sandstone ,AWD,17.0,24.0,Gasoline ,3.0,0.0,True
Chevrolet,2021,Used,46816.0,31339.0,4.7,Black ,4WD,17.0,24.0,Gasoline ,3.6,0.0,False
Chevrolet,2016,Used,81033.0,24455.0,4.9,Black ,4WD,17.0,24.0,Diesel ,2.8,0.0,True
Ford,2020,Used,115412.0,19995.0,4.381503720140973,Ebony ,4WD,20.0,27.0,Gasoline ,2.3,0.0,True
Buick,2016,Used,58881.0,17975.0,4.9,Jet Black ,FWD,20.0,27.0,Gasoline ,1.6,0.0,False
Maserati,2023,New,4081.0,90145.0,4.8,Black ,AWD,16.0,22.0,Gasoline ,3.0,0.0,others
Cadillac,2019,Used,36871.0,24995.0,4.381503720140973,BIEGE ,AWD,18.0,25.0,Gasoline ,3.6,0.0,False
Jeep,2020,Used,28747.0,22885.0,4.9,Black ,4WD,21.0,29.0,Gasoline ,2.4,0.0,True
Nissan,2016,Used,106973.0,18875.0,4.9,Gray ,RWD,0.0,0.0,Gasoline ,4.0,1.0,True
Chrysler,2018,Used,67002.0,22872.0,4.8,Black ,FWD,19.0,28.0,E85 Flex Fuel ,3.6,0.0,True
Dodge,2022,Certified,8808.0,48644.0,4.8,Black ,RWD,14.0,23.0,Gasoline ,6.4,0.0,True
Maserati,2015,Used,67725.0,17400.0,3.9,Black ,AWD,15.0,25.0,Gasoline ,3.0,1.0,False
Nissan,2020,Certified,39271.0,23000.0,4.5,Graphite ,AWD,20.0,28.0,Gasoline ,3.5,0.0,True
Dodge,2020,Used,76696.0,20795.0,4.381503720140973,Black ,4WD,18.0,25.0,Gasoline ,3.6,0.0,False
Land,2020,Used,13822.0,29479.0,4.8,Ebony ,AWD,20.0,27.0,Gasoline ,2.0,0.0,True
Honda,2021,Used,26344.0,28300.0,4.3,Black ,FWD,28.0,34.0,Gasoline ,1.5,0.0,True
Acura,2017,Used,62353.0,19990.0,3.9,Gray ,FWD,20.0,30.0,Gasoline ,3.5,1.0,False
Audi,2020,Certified,37581.0,22987.0,4.4,Black ,FWD,27.0,36.0,Gasoline ,2.96465882923282,0.0,False
BMW,2020,Used,45273.0,44888.0,4.3,Black ,AWD,22.0,30.0,Gasoline ,3.0,0.0,True
Ford,2019,Used,27570.0,17119.0,4.6,Ebony Black ,FWD,27.0,29.0,Gasoline ,1.0,0.0,True
Dodge,2023,Certified,1412.0,48790.0,4.8,Black ,RWD,15.0,24.0,Gasoline ,6.4,0.0,True
Mercedes-Benz,2018,Used,74515.0,32989.0,4.8,Black ,RWD,20.59922502075837,28.0,Diesel ,3.0,1.0,False
Jeep,2020,Used,78199.0,19995.0,4.2,Black ,4WD,18.0,25.0,Gasoline ,3.6,0.0,False
Volkswagen,2023,Certified,36987.0,24995.0,4.9,Black ,AWD,25.0,32.0,Gasoline ,1.5,0.0,True
Audi,2021,Used,57253.0,25799.0,4.5,Black ,AWD,23.0,28.0,Gasoline ,2.0,0.0,False
Ford,2021,Used,77642.0,24453.0,4.6,– ,FWD,44.0,37.0,Hybrid ,2.5,0.0,True
Lamborghini,2019,Used,5850.0,339800.0,4.7,Nero Cosmus with Grigio Cronus ,AWD,13.0,18.0,Gasoline ,5.2,0.0,False
Chevrolet,2023,Used,17492.0,22900.0,4.6,Medium Ash Gray ,AWD,24.0,30.0,Gasoline ,1.5,0.0,True
Chevrolet,2021,Used,45331.0,21998.0,4.381503720140973,Gray ,FWD,26.0,31.0,Gasoline ,1.5,0.0,True
Cadillac,2018,Used,76036.0,36900.0,4.8,Black ,4WD,14.0,21.0,Gasoline ,6.2,0.0,True
Chevrolet,2021,Used,42787.0,29791.0,4.7,Jet Black ,FWD,20.0,27.0,Gasoline ,3.6,0.0,True
Ford,2023,New,5.0,63647.0,4.8,Black ,AWD,20.59922502075837,28.0,Unknown,2.0,0.0,others
Toyota,2019,Used,36359.0,43995.0,4.6,– ,4WD,13.0,17.0,Gasoline ,5.7,0.0,True
Toyota,2017,Used,91742.0,18950.0,4.9,Black ,AWD,22.0,29.0,Gasoline ,2.5,0.0,True
Chrysler,2017,Used,92132.0,17571.0,4.6,Black ,AWD,18.0,27.0,Gasoline ,3.6,1.0,False
Honda,2023,Used,17272.0,38998.0,4.381503720140973,Black ,AWD,40.0,34.0,Hybrid ,2.0,0.0,True
Ford,2022,Used,47657.0,27988.0,4.7,Navy Pier ,4WD,25.0,28.0,Gasoline ,1.5,0.0,True
Ford,2019,Used,87935.0,18032.0,4.8,Charcoal Black ,4WD,21.0,27.0,Gasoline ,2.0,1.0,True
RAM,2022,Used,9463.0,52000.0,4.2,Black ,4WD,20.59922502075837,28.0,Gasoline ,5.7,0.0,False
Chevrolet,2022,Used,32282.0,61495.0,4.7,Jet Black ,4WD,20.59922502075837,28.0,Gasoline ,5.3,0.0,True
Kia,2023,New,11.0,44433.0,3.7,Charcoal ,FWD,20.59922502075837,28.0,Unknown,2.96465882923282,0.0,others
Jeep,2017,Used,74379.0,25995.0,4.5,Black ,4WD,16.0,20.0,Gasoline ,3.6,0.0,True
Dodge,2021,Used,49642.0,28971.0,4.3,Black ,AWD,18.0,27.0,Gasoline ,3.6,0.0,True
Hyundai,2023,New,7813.0,32405.0,4.381503720140973,Black ,AWD,22.0,25.0,Gasoline ,2.5,0.0,others
Lincoln,2018,Used,38224.0,19999.0,4.381503720140973,Cappuccino ,FWD,21.0,31.0,Gasoline ,2.0,1.0,True
Honda,2023,Used,12544.0,38488.0,4.5,Black ,FWD,19.0,28.0,Gasoline ,3.5,0.0,True
Dodge,2014,Used,119491.0,14495.0,4.381503720140973,Tan / Black ,AWD,17.0,24.0,E85 Flex Fuel ,3.6,1.0,False
Toyota,2022,Used,45104.0,23199.0,4.8,Black ,FWD,20.59922502075837,28.0,Hybrid ,1.8,0.0,True
Honda,2022,Used,19955.0,25995.0,4.9,Black ,FWD,30.0,37.0,Gasoline ,2.0,1.0,True
Tesla,2022,Used,66863.0,23484.0,4.381503720140973,– ,RWD,20.59922502075837,28.0,Unknown,2.96465882923282,0.0,True
Tesla,2020,Used,35366.0,27555.0,4.381503720140973,Black ,AWD,20.59922502075837,28.0,Unknown,2.96465882923282,0.0,False
Jeep,2020,Used,72952.0,21000.0,4.7,Black ,4WD,18.0,25.0,Gasoline ,3.6,1.0,False
BMW,2023,Used,19492.0,43800.0,4.7,Black ,AWD,21.0,28.0,Gasoline ,2.0,0.0,True
BMW,2023,Used,226.0,144988.0,4.1,Coffee ,AWD,20.59922502075837,28.0,Hybrid ,4.4,0.0,others
Nissan,2014,Used,81394.0,10990.0,4.4,Charcoal ,FWD,26.0,33.0,Gasoline ,2.5,0.0,True
Honda,2022,Used,17365.0,40500.0,4.9,– ,FWD,19.0,28.0,Gasoline ,3.5,1.0,True
Chevrolet,2017,Used,162867.0,7799.0,4.3,Black ,FWD,30.0,40.0,Gasoline ,1.4,1.0,True
Ford,2020,Used,43760.0,28008.0,4.6,Ebony With Light Slate Uppers ,4WD,20.0,27.0,Gasoline ,2.3,1.0,True
Ford,2020,Used,33345.0,20200.0,4.2,Dark Earth Gray ,AWD,26.0,31.0,Gasoline ,1.5,0.0,True
Nissan,2023,Used,8262.0,37998.0,4.381503720140973,Gray ,4WD,17.0,22.0,Gasoline ,3.8,0.0,True
Lincoln,2022,New,2.0,51555.0,3.9,Ebony ,AWD,20.59922502075837,28.0,Gasoline ,2.0,0.0,others
Buick,2020,Used,24499.0,14200.0,4.381503720140973,Black ,AWD,24.0,29.0,Gasoline ,1.4,1.0,True
Honda,2021,Used,32544.0,32894.0,4.6,Black ,FWD,19.0,28.0,Gasoline ,3.5,0.0,True
Tesla,2017,Used,172000.0,17500.0,4.381503720140973,Black ,AWD,20.59922502075837,28.0,Unknown,2.96465882923282,0.0,True
Ford,2021,Used,35702.0,42438.0,4.4,Dark Palazzo ,RWD,20.59922502075837,28.0,E85 Flex Fuel ,3.5,0.0,True
Tesla,2017,Used,87611.0,33895.0,4.7,Black ,AWD,20.59922502075837,28.0,Unknown,2.96465882923282,0.0,False
Chevrolet,2021,Used,34179.0,26799.0,4.6,Jet Black/Brandy ,AWD,25.0,30.0,Gasoline ,1.5,0.0,True
Jeep,2019,Certified,106927.0,17990.0,4.8,Black ,4WD,19.0,27.0,Gasoline ,3.2,1.0,True
Chevrolet,2021,Certified,40479.0,30488.0,4.5,Jet Black ,AWD,17.0,25.0,Gasoline ,3.6,0.0,True
Ford,2020,Used,38871.0,18995.0,4.1,Ebony ,AWD,43.0,37.0,Hybrid ,2.5,1.0,False
BMW,2022,Used,18515.0,38944.0,4.1,Black ,AWD,21.0,28.0,Gasoline ,2.0,0.0,False
Volkswagen,2020,Used,60732.0,17306.0,4.6,– ,FWD,30.0,40.0,Gasoline ,1.4,1.0,True
Ford,2015,Used,87323.0,13499.0,4.381503720140973,Black ,FWD,20.0,30.0,Gasoline ,2.0,0.0,False
Nissan,2022,Used,34081.0,24499.0,4.7,Charcoal ,AWD,28.0,35.0,Gasoline ,1.5,0.0,True
Nissan,2021,Used,24190.0,22995.0,4.7,Charcoal ,AWD,25.0,32.0,Gasoline ,2.5,0.0,True
Hyundai,2017,Used,72411.0,16795.0,4.381503720140973,Gray ,FWD,26.0,32.0,Gasoline ,1.6,0.0,others
Land,2020,Used,29050.0,31479.0,4.8,Ebony ,AWD,20.0,27.0,Gasoline ,2.0,0.0,True
Audi,2023,New,5.0,135280.0,4.1,Black ,AWD,14.0,21.0,Gasoline ,2.96465882923282,0.0,others
Buick,2021,Certified,18235.0,25600.0,4.5,Ebony ,FWD,24.0,31.0,Gasoline ,2.0,1.0,True
Ford,2023,New,14.0,63505.0,4.2,Ebony ,4WD,18.0,24.0,Gasoline ,3.0,0.0,others
Volkswagen,2020,Certified,28302.0,26495.0,4.4,– ,AWD,20.0,29.0,Gasoline ,2.0,1.0,True
Chrysler,2022,Certified,67593.0,24881.0,4.5,Black ,FWD,20.59922502075837,28.0,Gasoline ,3.6,0.0,True
Acura,2021,Used,21346.0,23695.0,4.5,Ebony ,FWD,24.0,34.0,Gasoline ,2.4,1.0,True
Volvo,2023,New,5.0,55615.0,4.8,– ,AWD,20.59922502075837,28.0,Unknown,2.96465882923282,0.0,others
Mercedes-Benz,2023,Used,5891.0,50999.0,4.7,Black ,RWD,20.59922502075837,28.0,Gasoline ,2.0,0.0,True
Mazda,2019,Used,65969.0,22499.0,4.381503720140973,Black ,AWD,20.0,26.0,Gasoline ,2.5,1.0,False
Nissan,2017,Used,57178.0,13990.0,4.8,Black ,AWD,24.0,30.0,Gasoline ,2.0,1.0,False
Ferrari,2020,Used,2789.0,429900.0,4.381503720140973,Nero w/ Yellow Stitch ,RWD,0.0,0.0,Gasoline ,6.5,0.0,True
Dodge,2023,New,5.0,73635.0,4.9,Demonic Red/Black ,RWD,13.0,22.0,Gasoline ,6.2,0.0,others
Lexus,2019,Used,55484.0,30477.0,4.9,Rioja ,AWD,19.0,26.0,Gasoline ,3.5,0.0,False
Jeep,2022,Used,9129.0,30394.0,4.9,Black ,4WD,18.0,24.0,Gasoline ,3.2,0.0,False
Chevrolet,2022,Used,19232.0,33972.0,4.8,Jet Black ,AWD,20.59922502075837,28.0,Gasoline ,3.6,0.0,True
Ford,2021,Used,32159.0,20959.0,4.4,Ebony ,AWD,26.0,31.0,Gasoline ,1.5,0.0,True
Kia,2021,Used,89019.0,25000.0,4.4,Black ,AWD,21.0,28.0,Gasoline ,2.5,0.0,True
BMW,2016,Used,84957.0,16500.0,4.4,Black ,AWD,22.0,34.0,Gasoline ,2.0,1.0,False
Chrysler,2022,Used,67151.0,25995.0,4.381503720140973,BLACK ,FWD,19.0,28.0,Gasoline ,3.6,0.0,True
Chrysler,2019,Certified,93965.0,17881.0,4.5,Black ,FWD,19.0,28.0,Gasoline ,3.6,0.0,False
Maserati,2023,Certified,7291.0,54500.0,4.9,Black ,AWD,22.0,29.0,Gasoline ,2.96465882923282,0.0,True
Chevrolet,2019,Used,49075.0,18725.0,4.4,Jet Black ,AWD,25.0,30.0,Gasoline ,1.5,0.0,False
Jeep,2019,Used,32392.0,21789.0,4.5,Black ,4WD,20.0,29.0,Gasoline ,2.0,0.0,True
Ford,2021,Used,73833.0,22764.0,4.381503720140973,Black ,AWD,21.0,28.0,Gasoline ,2.0,0.0,True
Jeep,2017,Used,41230.0,23995.0,5.0,Black ,4WD,16.0,21.0,Gasoline ,3.6,0.0,True
BMW,2020,Used,30015.0,41372.0,4.7,Canberra Beige ,AWD,17.0,25.0,Gasoline ,4.4,1.0,True
Chevrolet,2023,Certified,22543.0,61818.0,5.0,Jet Black ,4WD,15.0,19.0,Gasoline ,5.3,0.0,True
Chevrolet,2021,Used,29577.0,99991.0,4.381503720140973,Jet Black/Victory Red ,RWD,15.0,20.0,Gasoline ,5.3,0.0,True
Ford,2018,Used,114091.0,17985.0,4.4,– ,4WD,16.0,22.0,Gasoline ,2.96465882923282,0.0,True
Toyota,2023,Used,12141.0,22995.0,4.5,Black / Red ,FWD,31.0,40.0,Gasoline ,2.0,0.0,True
Ford,2016,Used,79390.0,14895.0,4.381503720140973,Tan ,4WD,22.0,29.0,Gasoline ,2.0,1.0,False
Mercedes-Benz,2021,Used,53710.0,29990.0,4.5,Black ,AWD,23.0,30.0,Gasoline ,2.0,0.0,True
Chevrolet,2014,Used,124273.0,8799.0,4.3,Black ,FWD,18.0,30.0,E85 Flex Fuel ,3.6,1.0,False
Jeep,2016,Used,101795.0,10995.0,4.381503720140973,Black ,FWD,22.0,27.0,Gasoline ,2.0,0.0,False
Genesis,2020,Used,31634.0,25775.0,3.7,Brown ,RWD,22.0,30.0,Gasoline ,2.0,1.0,False
Chrysler,2021,Used,64605.0,22950.0,4.9,Black/Alloy/Black ,FWD,19.0,28.0,Gasoline ,3.6,0.0,True
Chevrolet,2022,Used,25006.0,25500.0,4.7,Jet Black ,FWD,26.0,31.0,Gasoline ,1.5,0.0,True
Nissan,2022,Used,40906.0,27701.0,4.9,Charcoal ,4WD,17.0,22.0,Gasoline ,3.8,0.0,False
Mitsubishi,2015,Used,113039.0,9366.0,4.4,Black ,FWD,25.0,32.0,Gasoline ,2.0,1.0,True
Volkswagen,2023,Used,8381.0,23605.0,4.381503720140973,Gray / Black ,AWD,25.0,32.0,Gasoline ,1.5,0.0,True
Hyundai,2023,Certified,4002.0,32000.0,4.6,Gray ,AWD,19.0,27.0,Gasoline ,2.5,0.0,False
Mazda,2021,Used,8435.0,29224.0,4.381503720140973,Black ,RWD,26.0,34.0,Gasoline ,2.0,0.0,True
Ford,2023,New,39.0,63235.0,4.4,Medium Dark Slate ,AWD,20.59922502075837,28.0,Unknown,2.0,0.0,others
Dodge,2018,Used,10242.0,36971.0,4.6,Black ,RWD,14.0,23.0,Gasoline ,6.4,0.0,True
Jeep,2022,Used,60507.0,35000.0,4.7,Global Black ,4WD,20.59922502075837,28.0,Gasoline ,3.6,0.0,True
Buick,2021,Used,30765.0,31371.0,4.5,Dark Galvanized/Ebony Accents ,AWD,17.0,25.0,Gasoline ,3.6,0.0,True
Honda,2022,Used,54288.0,35995.0,4.2,Gray ,FWD,19.0,28.0,Gasoline ,3.5,0.0,True
Mazda,2023,New,6.0,36019.0,4.6,– ,RWD,26.0,35.0,Gasoline ,2.0,0.0,others
Chevrolet,2021,Used,28883.0,26800.0,4.3,Jet Black ,AWD,17.0,25.0,Gasoline ,3.6,1.0,True
Ford,2017,Used,106400.0,11977.0,4.7,Charcoal Black ,FWD,23.0,30.0,Gasoline ,1.5,0.0,False
Volkswagen,2022,Used,24248.0,25541.0,4.8,Gray/Black ,AWD,25.0,32.0,Gasoline ,1.5,1.0,False
Hyundai,2023,Used,3020.0,22998.0,4.381503720140973,Black ,FWD,30.0,40.0,Gasoline ,2.0,0.0,True
BMW,2016,Used,98699.0,16995.0,4.6,Canberra Beige / Black ,AWD,20.59922502075837,28.0,Hybrid ,2.0,0.0,False
Buick,2021,Certified,20954.0,33689.0,4.9,Shale / Ebony ,AWD,17.0,25.0,Gasoline ,3.6,1.0,True
Nissan,2014,Used,109595.0,10800.0,4.8,Beige ,AWD,18.0,23.0,Gasoline ,3.5,0.0,False
Volkswagen,2021,Used,63412.0,16387.0,4.7,Titan Black ,FWD,29.0,36.0,Gasoline ,1.4,0.0,True
Audi,2017,Used,90105.0,26995.0,4.1,Black ,AWD,21.0,29.0,Gasoline ,3.0,1.0,False
Ford,2022,Used,10993.0,28699.0,4.6,Ebony ,4WD,25.0,28.0,Gasoline ,1.5,0.0,True
Jeep,2017,Used,53571.0,29290.0,4.3,Black ,4WD,16.0,21.0,Gasoline ,3.6,1.0,False
Jeep,2019,Used,43905.0,25985.0,4.381503720140973,Black ,FWD,0.0,0.0,Gasoline ,2.4,0.0,True
Chevrolet,2019,Used,11929.0,159991.0,4.381503720140973,Jet Black ,RWD,12.0,19.0,Gasoline ,6.2,0.0,True
Honda,2022,Used,7487.0,32530.0,4.7,– ,AWD,40.0,35.0,Hybrid ,2.0,1.0,False
INFINITI,2023,Used,8121.0,61000.0,4.5,Truffle Brown ,4WD,13.0,19.0,Gasoline ,5.6,0.0,True
Mazda,2021,Used,57239.0,17195.0,4.5,Black / Navy Blue ,FWD,26.0,35.0,Gasoline ,2.5,0.0,True
Dodge,2023,Used,4062.0,53645.0,4.4,Black ,RWD,14.0,23.0,Gasoline ,6.4,0.0,True
Jeep,2021,Certified,30290.0,21990.0,4.8,Black ,4WD,22.0,30.0,Gasoline ,2.4,0.0,True
BMW,2015,Used,41253.0,14591.0,4.2,Tera Dalbergia Brown ,RWD,20.59922502075837,28.0,Unknown,2.96465882923282,0.0,False
Ford,2020,Certified,34650.0,21995.0,4.2,Dark Earth Gray ,FWD,27.0,33.0,Gasoline ,1.5,1.0,True
Mercedes-Benz,2018,Used,45812.0,37995.0,4.1,– ,AWD,18.0,28.0,Gasoline ,3.0,1.0,False
Cadillac,2018,Used,114335.0,26995.0,4.381503720140973,Shale w/Jet Black Accents ,4WD,14.0,21.0,Gasoline ,6.2,0.0,False
Hyundai,2021,Used,18622.0,22350.0,4.381503720140973,Gray/Black ,AWD,26.0,29.0,Gasoline ,1.6,0.0,True
BMW,2020,Used,24009.0,32849.0,4.3,Black ,AWD,23.0,32.0,Gasoline ,2.0,0.0,False
Audi,2017,Used,87624.0,14749.0,4.4,– ,AWD,24.0,31.0,Gasoline ,2.0,0.0,False
Volkswagen,2021,Certified,23889.0,29990.0,4.9,Titan Black ,AWD,20.0,31.0,Gasoline ,2.0,1.0,True
Chrysler,2023,Used,18519.0,35092.0,4.8,Black ,FWD,19.0,28.0,Gasoline ,3.6,1.0,True
Nissan,2022,Used,17118.0,30799.0,4.7,Charcoal ,4WD,17.0,22.0,Gasoline ,3.8,0.0,True
Jeep,2021,Used,20671.0,35500.0,4.4,Black ,4WD,0.0,0.0,Gasoline ,2.0,1.0,True
Jeep,2020,Used,66025.0,32995.0,4.4,Black ,4WD,16.0,23.0,Gasoline ,3.6,0.0,False
Ford,2019,Used,44248.0,15909.0,4.7,Charcoal Black ,FWD,21.0,29.0,E85 Flex Fuel ,2.5,1.0,True
Genesis,2021,Used,22552.0,34588.0,4.8,Black w/Gray Stitching ,AWD,17.0,25.0,Gasoline ,3.3,1.0,False
BMW,2021,Certified,17132.0,48988.0,4.1,Black ,AWD,21.0,25.0,Gasoline ,3.0,0.0,True
Mazda,2021,Used,26380.0,22995.0,4.8,Black ,AWD,24.0,31.0,Gasoline ,2.5,0.0,True
RAM,2018,Used,42968.0,28998.0,5.0,Black ,4WD,16.0,23.0,Gasoline ,5.7,1.0,False
Volkswagen,2023,Certified,12564.0,26177.0,4.2,Black ,AWD,25.0,32.0,Gasoline ,1.5,1.0,True
Cadillac,2023,Certified,29231.0,43982.0,4.381503720140973,Dark Auburn ,AWD,18.0,25.0,Gasoline ,3.6,0.0,True
Subaru,2023,Used,22264.0,29998.0,4.381503720140973,Black ,AWD,27.0,34.0,Gasoline ,2.5,0.0,True
Chevrolet,2020,Certified,37137.0,16999.0,5.0,Jet Black ,FWD,26.0,31.0,Gasoline ,1.4,0.0,True
Ford,2022,Used,25975.0,64372.0,4.7,Black Onyx ,4WD,0.0,0.0,Diesel ,6.7,0.0,False
